id,name,name_ja,category,category_ja
1727,cucumber,キュウリスライス,sandwich-ingredients,
1728,pickle,ピクルススライス,sandwich-ingredients,
1729,onion,たまねぎスライス,sandwich-ingredients,
1730,red-onion,アーリーレッド,sandwich-ingredients,
1731,green-bell-pepper,ピーマンスライス,sandwich-ingredients,
1732,red-bell-pepper,あかパプリカスライス,sandwich-ingredients,
1733,yellow-bell-pepper,きパプリカスライス,sandwich-ingredients,
1734,avocado,アボカド,sandwich-ingredients,
1735,bacon,やきベーコン,sandwich-ingredients,
1736,ham,ハムスライス,sandwich-ingredients,
1737,prosciutto,なまハム,sandwich-ingredients,
1738,chorizo,やきチョリソー,sandwich-ingredients,
1739,herbed-sausage,ハーブソーセージ,sandwich-ingredients,
1740,hamburger,ハンバーグ,sandwich-ingredients,
1741,klawf-stick,ガケガニスティック,sandwich-ingredients,
1742,smoked-fillet,スモークきりみ,sandwich-ingredients,
1743,fried-fillet,きりみフライ,sandwich-ingredients,
1744,egg,スライスエッグ,sandwich-ingredients,
1745,potato-tortilla,トルティージャ,sandwich-ingredients,
1746,tofu,トーフ,sandwich-ingredients,
1747,rice,ライス,sandwich-ingredients,
1748,noodles,ヌードル,sandwich-ingredients,
1749,potato-salad,ポテトサラダ,sandwich-ingredients,
1750,cheese,スライスチーズ,sandwich-ingredients,
1751,banana,バナナスライス,sandwich-ingredients,
1752,strawberry,いちごスライス,sandwich-ingredients,
1753,apple,わぎりリンゴ,sandwich-ingredients,
1754,kiwi,わぎりキウイ,sandwich-ingredients,
1755,pineapple,カットパイン,sandwich-ingredients,
1756,jalapeño,バラペーニョ,sandwich-ingredients,
1757,horseradish,ホースラディッシュ,sandwich-ingredients,
1758,curry-powder,カレーパウダー,sandwich-ingredients,
1759,wasabi,ワサビソース,sandwich-ingredients,
1760,watercress,クレソン,sandwich-ingredients,
1761,basil,バジル,sandwich-ingredients,
1762,venonat-fang,コンパンのキバ,tm-materials,
1763,diglett-dirt,ディグダのつち,tm-materials,
1764,meowth-fur,ニャースのけ,tm-materials,
1765,psyduck-down,コダックのうもう,tm-materials,
1766,mankey-fur,マンキーのけ,tm-materials,
1767,growlithe-fur,ガーディのけ,tm-materials,
1768,slowpoke-claw,ヤドンのツメ,tm-materials,
1769,magnemite-screw,コイルのねじ,tm-materials,
1770,grimer-toxin,ベトベターのどくそ,tm-materials,
1771,shellder-pearl,シェルダーのしんじゅ,tm-materials,
1772,gastly-gas,ゴースのガス,tm-materials,
1773,drowzee-fur,スリープのけ,tm-materials,
1774,voltorb-sparks,ビリリダマのでんき,tm-materials,
1775,scyther-claw,ストライクのツメ,tm-materials,
1776,tauros-hair,ケンタロスのけ,tm-materials,
1777,magikarp-scales,コイキングのウロコ,tm-materials,
1778,ditto-goo,メタモンのべたべた,tm-materials,
1779,eevee-fur,イーブイのけ,tm-materials,
1780,dratini-scales,ミニリュウのウロコ,tm-materials,
1781,pichu-fur,ピチューのけ,tm-materials,
1782,igglybuff-fluff,ププリンのけ,tm-materials,
1783,mareep-wool,メリープのけだま,tm-materials,
1784,hoppip-leaf,ハネッコのはっぱ,tm-materials,
1785,sunkern-leaf,ヒマナッツのはっぱ,tm-materials,
1786,murkrow-bauble,ヤミカラスのおたから,tm-materials,
1787,misdreavus-tears,ムウマのなみだ,tm-materials,
1788,girafarig-fur,キリンリキのけ,tm-materials,
1789,pineco-husk,クヌギダマのから,tm-materials,
1790,dunsparce-scales,ノコッチのウロコ,tm-materials,
1791,qwilfish-spines,ハリーセンのトゲ,tm-materials,
1792,heracross-claw,ヘラクロスのツメ,tm-materials,
1793,sneasel-claw,ニューラのツメ,tm-materials,
1794,teddiursa-claw,ヒメグマのツメ,tm-materials,
1795,delibird-parcel,デリバードのにもつ,tm-materials,
1796,houndour-fang,デルビルのキバ,tm-materials,
1797,phanpy-nail,ゴマゾウのツメ,tm-materials,
1798,stantler-hair,オドシシのけ,tm-materials,
1799,larvitar-claw,ヨーギラスのツメ,tm-materials,
1800,wingull-feather,キャモメのはね,tm-materials,
1801,ralts-dust,ラルトスのおとしもの,tm-materials,
1802,surskit-syrup,アメタマのミツ,tm-materials,
1803,shroomish-spores,キノココのほうし,tm-materials,
1804,slakoth-fur,ナマケロのけ,tm-materials,
1805,makuhita-sweat,マクノシタのあせ,tm-materials,
1806,azurill-fur,ルリリのけ,tm-materials,
1807,sableye-gem,ヤミラミのほうせき,tm-materials,
1808,meditite-sweat,アサナンのあせ,tm-materials,
1809,gulpin-mucus,ゴクリンのねんえき,tm-materials,
1810,numel-lava,ドンメルのようがん,tm-materials,
1811,torkoal-coal,コータスのせきたん,tm-materials,
1812,spoink-pearl,バネブーのしんじゅ,tm-materials,
1813,cacnea-needle,サボネアのトゲ,tm-materials,
1814,swablu-fluff,チルットのはね,tm-materials,
1815,zangoose-claw,ザングースのツメ,tm-materials,
1816,seviper-fang,ハブネークのキバ,tm-materials,
1817,barboach-slime,ドジョッチのねんえき,tm-materials,
1818,shuppet-scrap,カゲボウズのきれはし,tm-materials,
1819,tropius-leaf,トロピウスのはっぱ,tm-materials,
1820,snorunt-fur,ユキワラシのけ,tm-materials,
1821,luvdisc-scales,ラブカスのウロコ,tm-materials,
1822,bagon-scales,タツベイのウロコ,tm-materials,
1823,starly-feather,ムックルのはね,tm-materials,
1824,kricketot-shell,コロボーシのぬけがら,tm-materials,
1825,shinx-fang,コリンクのキバ,tm-materials,
1826,combee-honey,ミツハニーのミツ,tm-materials,
1827,pachirisu-fur,パチリスのけ,tm-materials,
1828,buizel-fur,ブイゼルのけ,tm-materials,
1829,shellos-mucus,カラナクシのねんえき,tm-materials,
1830,drifloon-gas,フワンテのガス,tm-materials,
1831,stunky-fur,スカンプーのけ,tm-materials,
1832,bronzor-fragment,ドーミラーのかけら,tm-materials,
1833,bonsly-tears,ウソハチのなみだ,tm-materials,
1834,happiny-dust,ピンプクのおとしもの,tm-materials,
1835,spiritomb-fragment,ミカルゲのかけら,tm-materials,
1836,gible-scales,フカマルのウロコ,tm-materials,
1837,riolu-fur,リオルのけ,tm-materials,
1838,hippopotas-sand,ヒポポタスのすな,tm-materials,
1839,croagunk-poison,グレッグルのどくそ,tm-materials,
1840,finneon-scales,ケイコウオのウロコ,tm-materials,
1841,snover-berries,ユキカブリのみ,tm-materials,
1842,rotom-sparks,ロトムのでんき,tm-materials,
1843,petilil-leaf,チュリネのはっぱ,tm-materials,
1844,basculin-fang,バスラオのキバ,tm-materials,
1845,sandile-claw,メグロコのツメ,tm-materials,
1846,zorua-fur,ゾロアのけ,tm-materials,
1847,gothita-eyelash,ゴチムのまつげ,tm-materials,
1848,deerling-hair,シキジカのけ,tm-materials,
1849,foongus-spores,タマゲタケのほうし,tm-materials,
1850,alomomola-mucus,ママンボウのねんえき,tm-materials,
1851,tynamo-slime,シビシラスのねんえき,tm-materials,
1852,axew-scales,キバゴのウロコ,tm-materials,
1853,cubchoo-fur,クマシュンのけ,tm-materials,
1854,cryogonal-ice,フリージオのこおり,tm-materials,
1855,pawniard-blade,コマタナのやいば,tm-materials,
1856,rufflet-feather,ワシボンのはね,tm-materials,
1857,deino-scales,モノズのウロコ,tm-materials,
1858,larvesta-fuzz,メラルバのけ,tm-materials,
1859,fletchling-feather,ヤヤコマのはね,tm-materials,
1860,scatterbug-powder,コフキムシのこな,tm-materials,
1861,litleo-tuft,シシコのたてがみ,tm-materials,
1862,flabébé-pollen,フラベベのかふん,tm-materials,
1863,skiddo-leaf,メェークルのはっぱ,tm-materials,
1864,skrelp-kelp,クズモーのもくず,tm-materials,
1865,clauncher-claw,ウデッポウのハサミ,tm-materials,
1866,hawlucha-down,ルチャブルのうもう,tm-materials,
1867,dedenne-fur,デデンネのけ,tm-materials,
1868,goomy-goo,ヌメラのねんえき,tm-materials,
1869,klefki-key,クレッフィのかぎ,tm-materials,
1870,bergmite-ice,カチコールのこおり,tm-materials,
1871,noibat-fur,オンバットのけ,tm-materials,
1872,yungoos-fur,ヤングースのけ,tm-materials,
1873,crabrawler-shell,マケンカニのから,tm-materials,
1874,oricorio-feather,オドリドリのはね,tm-materials,
1875,rockruff-rock,イワンコのいわ,tm-materials,
1876,mareanie-spike,ヒドイデのトゲ,tm-materials,
1877,mudbray-mud,ドロバンコのどろ,tm-materials,
1878,fomantis-leaf,カリキリのはっぱ,tm-materials,
1879,salandit-gas,ヤトウモリのガス,tm-materials,
1880,bounsweet-sweat,アマカジのあせ,tm-materials,
1881,oranguru-fur,ヤレユータンのけ,tm-materials,
1882,passimian-fur,ナゲツケサルのけ,tm-materials,
1883,sandygast-sand,スナバァのすな,tm-materials,
1884,komala-claw,ネッコアラのツメ,tm-materials,
1885,mimikyu-scrap,ミミッキュのきれはし,tm-materials,
1886,bruxish-tooth,ハギギシリのは,tm-materials,
1887,chewtle-claw,カムカメのツメ,tm-materials,
1888,skwovet-fur,ホシガリスのけ,tm-materials,
1889,arrokuda-scales,サシカマスのウロコ,tm-materials,
1890,rookidee-feather,ココガラのはね,tm-materials,
1891,toxel-sparks,エレズンのでんき,tm-materials,
1892,falinks-sweat,タイレーツのあせ,tm-materials,
1893,cufant-tarnish,ゾウドウのさび,tm-materials,
1894,rolycoly-coal,タンドンのせきたん,tm-materials,
1895,silicobra-sand,スナヘビのすな,tm-materials,
1896,indeedee-fur,イエッサンのけ,tm-materials,
1897,pincurchin-spines,バチンウニのはり,tm-materials,
1898,snom-thread,ユキハミのいと,tm-materials,
1899,impidimp-hair,ベロバーのけ,tm-materials,
1900,applin-juice,カジッチュのかじゅう,tm-materials,
1901,sinistea-chip,ヤバチャのかけら,tm-materials,
1902,hatenna-dust,ミブリムのおとしもの,tm-materials,
1903,stonjourner-stone,イシヘンジンのいわ,tm-materials,
1904,eiscue-down,コオリッポのうもう,tm-materials,
1905,dreepy-powder,ドラメシヤのこな,tm-materials,
1906,lechonk-hair,グルトンのけ,tm-materials,
1907,tarountula-thread,タマンチュラのいと,tm-materials,
1908,nymble-claw,マメバッタのツメ,tm-materials,
1909,rellor-mud,シガロコのどろ,tm-materials,
1910,greavard-wax,ボチのろう,tm-materials,
1911,flittle-down,ヒラヒナのうもう,tm-materials,
1912,wiglett-sand,ウミディグダのすな,tm-materials,
1913,dondozo-whisker,ヘイラッシャのヒゲ,tm-materials,
1914,veluza-fillet,ミガルーサのきりみ,tm-materials,
1915,finizen-mucus,ナミイルカのねんえき,tm-materials,
1916,smoliv-oil,ミニーブのオイル,tm-materials,
1917,capsakid-seed,カプサイジのたね,tm-materials,
1918,tadbulb-mucus,ズピカのねんえき,tm-materials,
1919,varoom-fume,ブロロンのガス,tm-materials,
1920,orthworm-tarnish,ミミズズのさび,tm-materials,
1921,tandemaus-fur,ワッカネズミのけ,tm-materials,
1922,cetoddle-grease,アルクジラのあぶら,tm-materials,
1923,frigibax-scales,セビエのウロコ,tm-materials,
1924,tatsugiri-scales,シャリタツのウロコ,tm-materials,
1925,cyclizar-scales,モトトカゲのウロコ,tm-materials,
1926,pawmi-fur,パモのけ,tm-materials,
1927,wattrel-feather,カイデンのはね,tm-materials,
1928,bombirdier-feather,オトシドリのはね,tm-materials,
1929,squawkabilly-feather,イキリンコのはね,tm-materials,
1930,flamigo-down,カラミンゴのうもう,tm-materials,
1931,klawf-claw,ガケガニのハサミ,tm-materials,
1932,nacli-salt,コジオのしお,tm-materials,
1933,glimmet-crystal,キラーメのけっしょう,tm-materials,
1934,shroodle-ink,シルシュルーのインク,tm-materials,
1935,fidough-fur,パピモッチのけ,tm-materials,
1936,maschiff-fang,オラチフのキバ,tm-materials,
1937,bramblin-twig,アノクサのえだ,tm-materials,
1938,gimmighoul-coin,コレクレーのコイン,tm-materials,
1939,tinkatink-hair,カヌチャンのけ,tm-materials,
1940,charcadet-soot,カルボウのすす,tm-materials,
1941,toedscool-flaps,ノノクラゲのヒラヒラ,tm-materials,
1942,wooper-slime,ウパーのねんえき,tm-materials,
1944,tm101,わざマシン１０１,all-machines,
1945,tm102,わざマシン１０２,all-machines,
1946,tm103,わざマシン１０３,all-machines,
1947,tm104,わざマシン１０４,all-machines,
1948,tm105,わざマシン１０５,all-machines,
1949,tm106,わざマシン１０６,all-machines,
1950,tm107,わざマシン１０７,all-machines,
1951,tm108,わざマシン１０８,all-machines,
1952,tm109,わざマシン１０９,all-machines,
1953,tm110,わざマシン１１０,all-machines,
1954,tm111,わざマシン１１１,all-machines,
1955,tm112,わざマシン１１２,all-machines,
1956,tm113,わざマシン１１３,all-machines,
1957,tm114,わざマシン１１４,all-machines,
1958,tm115,わざマシン１１５,all-machines,
1959,tm116,わざマシン１１６,all-machines,
1960,tm117,わざマシン１１７,all-machines,
1961,tm118,わざマシン１１８,all-machines,
1962,tm119,わざマシン１１９,all-machines,
1963,tm120,わざマシン１２０,all-machines,
1964,tm121,わざマシン１２１,all-machines,
1965,tm122,わざマシン１２２,all-machines,
1966,tm123,わざマシン１２３,all-machines,
1967,tm124,わざマシン１２４,all-machines,
1968,tm125,わざマシン１２５,all-machines,
1969,tm126,わざマシン１２６,all-machines,
1970,tm127,わざマシン１２７,all-machines,
1971,tm128,わざマシン１２８,all-machines,
1972,tm129,わざマシン１２９,all-machines,
1973,tm130,わざマシン１３０,all-machines,
1974,tm131,わざマシン１３１,all-machines,
1975,tm132,わざマシン１３２,all-machines,
1976,tm133,わざマシン１３３,all-machines,
1977,tm134,わざマシン１３４,all-machines,
1978,tm135,わざマシン１３５,all-machines,
1979,tm136,わざマシン１３６,all-machines,
1980,tm137,わざマシン１３７,all-machines,
1981,tm138,わざマシン１３８,all-machines,
1982,tm139,わざマシン１３９,all-machines,
1983,tm140,わざマシン１４０,all-machines,
1984,tm141,わざマシン１４１,all-machines,
1985,tm142,わざマシン１４２,all-machines,
1986,tm143,わざマシン１４３,all-machines,
1987,tm144,わざマシン１４４,all-machines,
1988,tm145,わざマシン１４５,all-machines,
1989,tm146,わざマシン１４６,all-machines,
1990,tm147,わざマシン１４７,all-machines,
1991,tm148,わざマシン１４８,all-machines,
1992,tm149,わざマシン１４９,all-machines,
1993,tm150,わざマシン１５０,all-machines,
1994,tm151,わざマシン１５１,all-machines,
1995,tm152,わざマシン１５２,all-machines,
1996,tm153,わざマシン１５３,all-machines,
1997,tm154,わざマシン１５４,all-machines,
1998,tm155,わざマシン１５５,all-machines,
1999,tm156,わざマシン１５６,all-machines,
2000,tm157,わざマシン１５７,all-machines,
2001,tm158,わざマシン１５８,all-machines,
2002,tm159,わざマシン１５９,all-machines,
2003,tm160,わざマシン１６０,all-machines,
2004,tm161,わざマシン１６１,all-machines,
2005,tm162,わざマシン１６２,all-machines,
2006,tm163,わざマシン１６３,all-machines,
2007,tm164,わざマシン１６４,all-machines,
2008,tm165,わざマシン１６５,all-machines,
2009,tm166,わざマシン１６６,all-machines,
2010,tm167,わざマシン１６７,all-machines,
2011,tm168,わざマシン１６８,all-machines,
2012,tm169,わざマシン１６９,all-machines,
2013,tm170,わざマシン１７０,all-machines,
2014,tm171,わざマシン１７１,all-machines,
2015,picnic-set,ピクニックセット,picnic,
2016,academy-bottle,スクールボトル,picnic,
2018,polka-dot-bottle,みずたまボトル,picnic,
2019,striped-bottle,ストライプボトル,picnic,
2020,diamond-bottle,ダイヤボトル,picnic,
2021,academy-cup,スクールカップ,picnic,
2023,striped-cup,たてストライプカップ,picnic,
2024,polka-dot-cup,みずたまカップ,picnic,
2025,flower-pattern-cup,フラワーカップ,picnic,
2026,academy-tablecloth,スクールクロス,picnic,
2028,whimsical-tablecloth,ファンシークロス,picnic,
2029,leafy-tablecloth,ネイチャークロス,picnic,
2030,spooky-tablecloth,うらめしクロス,picnic,
2031,academy-ball,スクールボール,picnic,
2033,marill-ball,マリルボール,picnic,
2034,yarn-ball,けいとボール,picnic,
2035,cyber-ball,ゲーミングボール,picnic,
2036,gold-pick,ゴールドピック,picnic,
2037,silver-pick,シルバーピック,picnic,
2038,red-flag-pick,あかいはたピック,picnic,
2039,blue-flag-pick,あおいはたピック,picnic,
2040,pika-pika-pick,ピカピカピック,picnic,
2041,winking-pika-pick,パチピカピック,picnic,
2042,vee-vee-pick,ブイブイピック,picnic,
2043,smiling-vee-pick,ニコブイピック,picnic,
2044,blue-poké-ball-pick,あおボールピック,picnic,
2045,auspicious-armor,イワイノヨロイ,picnic,
2046,leader’s-crest,かしらのしるし,picnic,
2047,pink-bottle,ピンクボトル,picnic,
2048,blue-bottle,ブルーボトル,picnic,
2049,yellow-bottle,イエローボトル,picnic,
2050,steel-bottle-(r),Rステンレスボトル,picnic,
2051,steel-bottle-(y),Yステンレスボトル,picnic,
